sender,receiver,edge_type
matthematician,siwelwerd,mention
matthematician,WanderingPoint,mention
matthematician,lpachter,mention
matthematician,WanderingPoint,mention
matthematician,VictorPiercey1,mention
matthewando,WanderingPoint,quote-tweet
MBarany,mathprofcarrie,retweet
MBarany,RG1gal,retweet
MBarany,fra_berni,retweet
MBarany,benjamindickman,retweet
MBarany,WanderingPoint,retweet
MBarany,mathyadriana,retweet
MBarany,monsoon0,retweet
MBarany,MarissaKawehi,retweet
MBarany,WanderingPoint,quote-tweet
MBarany,mathprofcarrie,mention
MBarany,jmm2021,mention
MBarany,RG1gal,mention
MBarany,fra_berni,mention
MBarany,LoboWithACause,mention
MBarany,pwr2dppl,mention
MBarany,benjamindickman,mention
MBarany,WanderingPoint,mention
MBarany,WanderingPoint,mention
MBarany,mathyadriana,mention
MBarany,LoboWithACause,mention
MBarany,monsoon0,mention
MBarany,pwr2dppl,mention
MBarany,MarissaKawehi,mention
MBarany,dtkung,mention
MerGreer,mathprofcarrie,retweet
MerGreer,mathprofcarrie,mention
Methemedantics,WanderingPoint,retweet
Methemedantics,WanderingPoint,mention
Miles_Ott,DrMRLD,retweet
Miles_Ott,DrMRLD,mention
MiraWaddle,frontLahn,retweet
MiraWaddle,frontLahn,mention
MitchKeller,sbagley,reply
MitchKeller,sbagley,mention
MitchKeller,maryepilgrim,mention
mmcdermo,pwr2dppl,retweet
mmcdermo,WanderingPoint,retweet
mmcdermo,dtkung,retweet
mmcdermo,pwr2dppl,mention
mmcdermo,WanderingPoint,mention
mmcdermo,dtkung,mention
mnemognose,RG1gal,retweet
mnemognose,RG1gal,mention
Moni_deni,swirlgirl31415,retweet
Moni_deni,frontLahn,retweet
Moni_deni,WanderingPoint,retweet
Moni_deni,AliciaPL25,retweet
Moni_deni,GoodsiePhD,retweet
Moni_deni,swirlgirl31415,mention
Moni_deni,dtkung,mention
Moni_deni,maanow,mention
Moni_deni,frontLahn,mention
Moni_deni,WanderingPoint,mention
Moni_deni,AliciaPL25,mention
Moni_deni,FedericoArdila,mention
Moni_deni,GoodsiePhD,mention
Moni_deni,dtkung,mention
monsoon0,LoboWithACause,reply
monsoon0,monsoon0,reply
monsoon0,monsoon0,reply
monsoon0,mathprofcarrie,reply
monsoon0,monsoon0,reply
monsoon0,gitanjalivi,reply
monsoon0,gitanjalivi,reply
monsoon0,WanderingPoint,retweet
monsoon0,LoboWithACause,mention
monsoon0,pwr2dppl,mention
monsoon0,JointMath,mention
monsoon0,pwr2dppl,mention
monsoon0,LoboWithACause,mention
monsoon0,gitanjalivi,mention
monsoon0,LoboWithACause,mention
monsoon0,JointMath,mention
monsoon0,JointMath,mention
monsoon0,mathprofcarrie,mention
monsoon0,WanderingPoint,mention
monsoon0,pwr2dppl,mention
monsoon0,LoboWithACause,mention
monsoon0,mathprofcarrie,mention
monsoon0,DingleTeach,mention
monsoon0,LoboWithACause,mention
monsoon0,gitanjalivi,mention
monsoon0,gitanjalivi,mention
morvjn,sister_stem,retweet
morvjn,sister_stem,mention
mostnerdy,mathprofcarrie,retweet
mostnerdy,mathprofcarrie,mention
MrFink314,mathillustrated,retweet
MrFink314,mathillustrated,mention
MrFink314,timchartier,mention
MrLeiss,WanderingPoint,retweet
MrLeiss,WanderingPoint,mention
mrweathers,mathprofcarrie,retweet
mrweathers,mathprofcarrie,mention
mrweathers,jmm2021,mention
MsFnstlua,RG1gal,retweet
MsFnstlua,RG1gal,mention
mZargham,ClaudioJacobo,retweet
mZargham,ClaudioJacobo,mention
mZargham,mathprofcarrie,mention
NalinPithwa,monsoon0,retweet
NalinPithwa,monsoon0,mention
NanehApkarian,pwr2dppl,retweet
NanehApkarian,pwr2dppl,mention
nchipps,mathprofcarrie,retweet
nchipps,mathprofcarrie,mention
nchipps,jmm2021,mention
NeedhiBhalla,VictorPiercey1,retweet
NeedhiBhalla,VictorPiercey1,mention
NeedhiBhalla,ArisWinger,mention
NeedhiBhalla,maanow,mention
NepantlaTC,RG1gal,retweet
NepantlaTC,RG1gal,mention
NewBayes,mathprofcarrie,retweet
NewBayes,mathprofcarrie,mention
noellebeckman,mathprofcarrie,retweet
noellebeckman,mathprofcarrie,mention
notnotneil,MarissaKawehi,retweet
notnotneil,MarissaKawehi,mention
numberdance,WanderingPoint,retweet
numberdance,sbagley,retweet
numberdance,mathcourtney,retweet
numberdance,MarissaKawehi,retweet
numberdance,fra_berni,retweet
numberdance,WanderingPoint,mention
numberdance,sbagley,mention
numberdance,mathcourtney,mention
numberdance,HZinnbrooks,mention
numberdance,MarissaKawehi,mention
numberdance,fra_berni,mention
nwrmbing,holom0rph,retweet
nwrmbing,holom0rph,mention
nwrmbing,SwipeWright,mention
ONUMathStat,monsoon0,retweet
ONUMathStat,monsoon0,mention
OSUSocStEd,mathprofcarrie,retweet
OSUSocStEd,mathprofcarrie,mention
OSUSocStEd,jmm2021,mention
paaiiigeee,qsideinstitute,retweet
paaiiigeee,qsideinstitute,mention
paaiiigeee,JointMath,mention
PatternAvoider,VictorPiercey1,retweet
PatternAvoider,VictorPiercey1,mention
PatternAvoider,kenandoesmath,mention
PatternAvoider,pwr2dppl,mention
paultpearson,mathprofcarrie,retweet
paultpearson,dtkung,retweet
paultpearson,mathprofcarrie,mention
paultpearson,jmm2021,mention
paultpearson,dtkung,mention
PhilChodrow,qsideinstitute,retweet
PhilChodrow,qsideinstitute,mention
PhilChodrow,JointMath,mention
PoonehSabouri,RG1gal,retweet
PoonehSabouri,RG1gal,mention
priyam886,pwr2dppl,reply
priyam886,pwr2dppl,retweet
priyam886,FedericoArdila,retweet
priyam886,pwr2dppl,mention
priyam886,FedericoArdila,mention
priyam886,JointMath,mention
priyam886,mayli,mention
priyam886,duanecoop,mention
priyam886,priyam886,mention
priyam886,HaydeeLindo,mention
priyam886,ErikaTCamacho,mention
priyam886,mayli,mention
priyam886,pwr2dppl,mention
priyam886,LoboWithACause,mention
priyam886,MarissaKawehi,mention
priyam886,blkmathmagic,mention
priyam886,xl772,mention
priyam886,mathprofcarrie,mention
priyam886,FedericoArdila,mention
priyam886,blkmathmagic,mention
ProfNoodlearms,RG1gal,retweet
ProfNoodlearms,sbagley,retweet
ProfNoodlearms,WanderingPoint,retweet
ProfNoodlearms,sbagley,retweet
ProfNoodlearms,RG1gal,mention
ProfNoodlearms,sbagley,mention
ProfNoodlearms,thewordninja_bk,mention
ProfNoodlearms,JointMath,mention
ProfNoodlearms,WanderingPoint,mention
ProfNoodlearms,sbagley,mention
ptwiddle,WanderingPoint,retweet
ptwiddle,WanderingPoint,mention
pwr2dppl,pwr2dppl,reply
pwr2dppl,pwr2dppl,reply
pwr2dppl,MarissaKawehi,reply
pwr2dppl,xl772,reply
pwr2dppl,WanderingPoint,reply
pwr2dppl,SoledadVillar5,reply
pwr2dppl,BikeMath,reply
pwr2dppl,blkmathmagic,reply
pwr2dppl,WanderingPoint,reply
pwr2dppl,pwr2dppl,reply
pwr2dppl,mathprofcarrie,reply
pwr2dppl,BikeMath,reply
pwr2dppl,pwr2dppl,reply
pwr2dppl,BikeMath,reply
pwr2dppl,pwr2dppl,reply
pwr2dppl,mathprofcarrie,reply
pwr2dppl,pwr2dppl,reply
pwr2dppl,pwr2dppl,reply
pwr2dppl,BikeMath,reply
pwr2dppl,diazlopezmath,retweet
pwr2dppl,benjamindickman,retweet
pwr2dppl,mathyadriana,retweet
pwr2dppl,LoboWithACause,retweet
pwr2dppl,sbagley,retweet
pwr2dppl,sbagley,retweet
pwr2dppl,mathyadriana,retweet
pwr2dppl,blviray,retweet
pwr2dppl,LoboWithACause,retweet
pwr2dppl,VictorPiercey1,retweet
pwr2dppl,mathprofcarrie,retweet
pwr2dppl,monsoon0,retweet
pwr2dppl,sbagley,retweet
pwr2dppl,mathprofcarrie,retweet
pwr2dppl,sbagley,retweet
pwr2dppl,monsoon0,retweet
pwr2dppl,sbagley,retweet
pwr2dppl,sbagley,retweet
pwr2dppl,mathprofcarrie,retweet
pwr2dppl,AliciaPL25,retweet
pwr2dppl,mathprofcarrie,retweet
pwr2dppl,VictorPiercey1,retweet
pwr2dppl,mathillustrated,retweet
pwr2dppl,fra_berni,retweet
pwr2dppl,WanderingPoint,retweet
pwr2dppl,LoboWithACause,retweet
pwr2dppl,diazlopezmath,retweet
pwr2dppl,ClaudioJacobo,retweet
pwr2dppl,LoboWithACause,retweet
pwr2dppl,swirlgirl31415,retweet
pwr2dppl,blkmathmagic,retweet
pwr2dppl,katebelin,retweet
pwr2dppl,RachelleDeCoste,retweet
pwr2dppl,FedericoArdila,retweet
pwr2dppl,sbagley,retweet
pwr2dppl,LoboWithACause,retweet
pwr2dppl,VictorPiercey1,retweet
pwr2dppl,mathprofcarrie,retweet
pwr2dppl,LoboWithACause,retweet
pwr2dppl,belladoesmath,retweet
pwr2dppl,mathprofcarrie,retweet
pwr2dppl,MarissaKawehi,retweet
pwr2dppl,xl772,retweet
pwr2dppl,ClaudioJacobo,retweet
pwr2dppl,WanderingPoint,retweet
pwr2dppl,mathprofcarrie,retweet
pwr2dppl,LoboWithACause,retweet
pwr2dppl,katebelin,retweet
pwr2dppl,mathprofcarrie,retweet
pwr2dppl,darrenglass,retweet
pwr2dppl,sbagley,retweet
pwr2dppl,VictorPiercey1,retweet
pwr2dppl,mathillustrated,retweet
pwr2dppl,RG1gal,retweet
pwr2dppl,sbagley,retweet
pwr2dppl,frontLahn,retweet
pwr2dppl,KJMDPhD,retweet
pwr2dppl,VictorPiercey1,retweet
pwr2dppl,qsideinstitute,retweet
pwr2dppl,LoboWithACause,retweet
pwr2dppl,sbagley,retweet
pwr2dppl,siwelwerd,retweet
pwr2dppl,fra_berni,retweet
pwr2dppl,mathyadriana,retweet
pwr2dppl,LoboWithACause,retweet
pwr2dppl,Shelby_M_Scott,retweet
pwr2dppl,sbagley,retweet
pwr2dppl,JSEllenberg,quote-tweet
pwr2dppl,ash_wee_k,quote-tweet
pwr2dppl,amermathsoc,quote-tweet
pwr2dppl,WanderingPoint,quote-tweet
pwr2dppl,ash_wee_k,quote-tweet
pwr2dppl,paaiiigeee,quote-tweet
pwr2dppl,pwr2dppl,quote-tweet
pwr2dppl,CengageLearning,mention
pwr2dppl,amermathsoc,mention
pwr2dppl,thewordninja_bk,mention
pwr2dppl,mathyadriana,mention
pwr2dppl,diazlopezmath,mention
pwr2dppl,benjamindickman,mention
pwr2dppl,achambertloir,mention
pwr2dppl,XenaProject,mention
pwr2dppl,HigherGeometer,mention
pwr2dppl,mathyadriana,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,AWMmath,mention
pwr2dppl,amermathsoc,mention
pwr2dppl,sbagley,mention
pwr2dppl,nancyekress,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,WanderingPoint,mention
pwr2dppl,sbagley,mention
pwr2dppl,mathyadriana,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,amermathsoc,mention
pwr2dppl,mathyadriana,mention
pwr2dppl,thewordninja_bk,mention
pwr2dppl,mathyawp,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,JointMath,mention
pwr2dppl,blviray,mention
pwr2dppl,pwr2dppl,mention
pwr2dppl,WanderingPoint,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,VictorPiercey1,mention
pwr2dppl,ArisWinger,mention
pwr2dppl,maanow,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,ArcheyDawn,mention
pwr2dppl,mathyadriana,mention
pwr2dppl,diazlopezmath,mention
pwr2dppl,xl772,mention
pwr2dppl,pwr2dppl,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,WanderingPoint,mention
pwr2dppl,RachelleDeCoste,mention
pwr2dppl,MarissaKawehi,mention
pwr2dppl,blkmathmagic,mention
pwr2dppl,priyam886,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,xl772,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,FedericoArdila,mention
pwr2dppl,monsoon0,mention
pwr2dppl,pwr2dppl,mention
pwr2dppl,sbagley,mention
pwr2dppl,amermathsoc,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,sbagley,mention
pwr2dppl,monsoon0,mention
pwr2dppl,sbagley,mention
pwr2dppl,sbagley,mention
pwr2dppl,amermathsoc,mention
pwr2dppl,maanow,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,blkmathmagic,mention
pwr2dppl,AliciaPL25,mention
pwr2dppl,FedericoArdila,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,VictorPiercey1,mention
pwr2dppl,mathillustrated,mention
pwr2dppl,timchartier,mention
pwr2dppl,fra_berni,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,pwr2dppl,mention
pwr2dppl,xl772,mention
pwr2dppl,WanderingPoint,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,amermathsoc,mention
pwr2dppl,diazlopezmath,mention
pwr2dppl,ClaudioJacobo,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,swirlgirl31415,mention
pwr2dppl,dtkung,mention
pwr2dppl,maanow,mention
pwr2dppl,blkmathmagic,mention
pwr2dppl,katebelin,mention
pwr2dppl,ArisWinger,mention
pwr2dppl,RachelleDeCoste,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,FedericoArdila,mention
pwr2dppl,JointMath,mention
pwr2dppl,mayli,mention
pwr2dppl,duanecoop,mention
pwr2dppl,priyam886,mention
pwr2dppl,HaydeeLindo,mention
pwr2dppl,ErikaTCamacho,mention
pwr2dppl,mayli,mention
pwr2dppl,sbagley,mention
pwr2dppl,JointMath,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,VictorPiercey1,mention
pwr2dppl,kenandoesmath,mention
pwr2dppl,pwr2dppl,mention
pwr2dppl,mathbabedotorg,mention
pwr2dppl,ruha9,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,amermathsoc,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,MarissaKawehi,mention
pwr2dppl,xl772,mention
pwr2dppl,xl772,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,FedericoArdila,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,ClaudioJacobo,mention
pwr2dppl,blkmathmagic,mention
pwr2dppl,WanderingPoint,mention
pwr2dppl,amermathsoc,mention
pwr2dppl,ClaudioJacobo,mention
pwr2dppl,WanderingPoint,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,katebelin,mention
pwr2dppl,RG1gal,mention
pwr2dppl,FedericoArdila,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,darrenglass,mention
pwr2dppl,WanderingPoint,mention
pwr2dppl,sbagley,mention
pwr2dppl,VictorPiercey1,mention
pwr2dppl,mathbabedotorg,mention
pwr2dppl,kenandoesmath,mention
pwr2dppl,JointMath,mention
pwr2dppl,maanow,mention
pwr2dppl,mathillustrated,mention
pwr2dppl,RG1gal,mention
pwr2dppl,sbagley,mention
pwr2dppl,mathyadriana,mention
pwr2dppl,SoledadVillar5,mention
pwr2dppl,mathyadriana,mention
pwr2dppl,diazlopezmath,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,xl772,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,WanderingPoint,mention
pwr2dppl,RachelleDeCoste,mention
pwr2dppl,xl772,mention
pwr2dppl,ash_wee_k,mention
pwr2dppl,frontLahn,mention
pwr2dppl,KyJmd,mention
pwr2dppl,VictorPiercey1,mention
pwr2dppl,qsideinstitute,mention
pwr2dppl,JointMath,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,sbagley,mention
pwr2dppl,siwelwerd,mention
pwr2dppl,fra_berni,mention
pwr2dppl,PamHarris1128,mention
pwr2dppl,mathyadriana,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,BikeMath,mention
pwr2dppl,blkmathmagic,mention
pwr2dppl,MarissaKawehi,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,xl772,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,FedericoArdila,mention
pwr2dppl,priyam886,mention
pwr2dppl,Shelby_M_Scott,mention
pwr2dppl,sbagley,mention
pwr2dppl,kenandoesmath,mention
pwr2dppl,WanderingPoint,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,BikeMath,mention
pwr2dppl,thewordninja_bk,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,MarissaKawehi,mention
pwr2dppl,blkmathmagic,mention
pwr2dppl,xl772,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,FedericoArdila,mention
pwr2dppl,priyam886,mention
pwr2dppl,BikeMath,mention
pwr2dppl,ruha9,mention
pwr2dppl,BikeMath,mention
pwr2dppl,thewordninja_bk,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,fra_berni,mention
pwr2dppl,WanderingPoint,mention
pwr2dppl,FedericoArdila,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,ClaudioJacobo,mention
pwr2dppl,blkmathmagic,mention
pwr2dppl,xl772,mention
pwr2dppl,JSEllenberg,mention
pwr2dppl,mathprofcarrie,mention
pwr2dppl,FedericoArdila,mention
pwr2dppl,LoboWithACause,mention
pwr2dppl,ClaudioJacobo,mention
pwr2dppl,blkmathmagic,mention
pwr2dppl,xl772,mention
pwr2dppl,WanderingPoint,mention
pwr2dppl,BikeMath,mention
pwr2dppl,BikeMath,mention
QCohBeef,WanderingPoint,retweet
QCohBeef,WanderingPoint,mention
QED_nerds,WanderingPoint,retweet
QED_nerds,WanderingPoint,mention
qsideinstitute,JointMath,mention
QuantumP7,pwr2dppl,retweet
QuantumP7,pwr2dppl,mention
quaternion_j,MarissaKawehi,retweet
quaternion_j,MarissaKawehi,mention
R2D2mah,pwr2dppl,retweet
R2D2mah,pwr2dppl,mention
RachelleDeCoste,LoboWithACause,reply
RachelleDeCoste,mathprofcarrie,quote-tweet
RachelleDeCoste,LoboWithACause,mention
rdomagalski,MarissaKawehi,retweet
rdomagalski,MarissaKawehi,mention
redneurons,mathprofcarrie,retweet
redneurons,mathprofcarrie,mention
redneurons,jmm2021,mention
ResearchWrigley,matthematician,retweet
ResearchWrigley,matthematician,mention
RG1gal,WanderingPoint,retweet
RG1gal,katebelin,quote-tweet
RG1gal,WanderingPoint,mention
rhondajohughes,susan_dagostino,retweet
rhondajohughes,susan_dagostino,mention
rhondajohughes,Morehouse,mention
RicciFlat,VictorPiercey1,retweet
RicciFlat,VictorPiercey1,mention
RicciFlat,kenandoesmath,mention
RicciFlat,pwr2dppl,mention
rich_homie_kuan,pwr2dppl,retweet
rich_homie_kuan,pwr2dppl,mention
rich_homie_kuan,blkmathmagic,mention
RissaChem,mathprofcarrie,retweet
RissaChem,mathprofcarrie,mention
RissaChem,jmm2021,mention
rmathematicus,MBarany,retweet
rmathematicus,MBarany,mention
RobEbymathdude,dtkung,retweet
RobEbymathdude,dtkung,mention
robinelgenubi,RG1gal,retweet
robinelgenubi,RG1gal,mention
roger_mansuy,monsoon0,retweet
roger_mansuy,monsoon0,mention
RomanMathquez,pwr2dppl,retweet
RomanMathquez,pwr2dppl,mention
RomanMathquez,amermathsoc,mention
RomanMathquez,maanow,mention
rsachsgmu,dtkung,retweet
rsachsgmu,dtkung,mention
RubenAMartinezA,WanderingPoint,retweet
RubenAMartinezA,WanderingPoint,mention
ryanprior,ClaudioJacobo,retweet
ryanprior,ClaudioJacobo,mention
RyneVanK,DrMRLD,retweet
RyneVanK,DrMRLD,mention
sajinkoroth,AliciaPL25,retweet
sajinkoroth,sbagley,retweet
sajinkoroth,matthewando,retweet
sajinkoroth,WanderingPoint,retweet
sajinkoroth,AliciaPL25,mention
sajinkoroth,FedericoArdila,mention
sajinkoroth,sbagley,mention
sajinkoroth,matthewando,mention
sajinkoroth,WanderingPoint,mention
Sam71244027,sophgermain,reply
Sam71244027,sophgermain,mention
Sam71244027,DingleTeach,mention
samit_dasgupta,WanderingPoint,retweet
samit_dasgupta,WanderingPoint,mention
sandi_clement,siwelwerd,retweet
sandi_clement,VictorPiercey1,retweet
sandi_clement,ClaudioJacobo,retweet
sandi_clement,blkmathmagic,retweet
sandi_clement,siwelwerd,mention
sandi_clement,VictorPiercey1,mention
sandi_clement,ArisWinger,mention
sandi_clement,maanow,mention
sandi_clement,ClaudioJacobo,mention
sandi_clement,blkmathmagic,mention
sandi_clement,mathprofcarrie,mention
saracharala,pwr2dppl,quote-tweet
sarah_bockting,sbagley,retweet
sarah_bockting,WanderingPoint,retweet
sarah_bockting,sbagley,retweet
sarah_bockting,MarissaKawehi,retweet
sarah_bockting,MattBoelkins,retweet
sarah_bockting,sbagley,mention
sarah_bockting,WanderingPoint,mention
sarah_bockting,sbagley,mention
sarah_bockting,MarissaKawehi,mention
sarah_bockting,MattBoelkins,mention
sarah_bockting,thewordninja_bk,mention
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,joshlaison,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,maryepilgrim,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,sbagley,reply
sbagley,maryepilgrim,reply
sbagley,sbagley,reply
sbagley,mathprofcarrie,retweet
sbagley,siwelwerd,retweet
sbagley,MBarany,retweet
sbagley,frontLahn,retweet
sbagley,mathprofcarrie,retweet
sbagley,joshlaison,retweet
sbagley,matthematician,retweet
sbagley,mathprofcarrie,retweet
sbagley,MarissaKawehi,retweet
sbagley,AliciaPL25,retweet
sbagley,VictorPiercey1,retweet
sbagley,KJMDPhD,retweet
sbagley,pwr2dppl,retweet
sbagley,VictorPiercey1,retweet
sbagley,mathprofcarrie,retweet
sbagley,DrClaireJanelle,retweet
sbagley,DrClaireJanelle,retweet
sbagley,WanderingPoint,retweet
sbagley,WanderingPoint,quote-tweet
sbagley,MarissaKawehi,quote-tweet
sbagley,LoboWithACause,quote-tweet
sbagley,WanderingPoint,quote-tweet
sbagley,robertkessler,quote-tweet
sbagley,thewordninja_bk,quote-tweet
sbagley,mathprofcarrie,quote-tweet
sbagley,kenandoesmath,mention
